Customer ID,Customer Name,Last Name,Date of Birth,Sales,Year,Outlet Type,City Type,Category of Goods,Region,Country,Segment,Sales Date,Order ID,Order Date,Ship Date,Ship Mode,State,Postal Code,Product ID,Sub-Category,Product Name,Quantity,Discount,Profit
CUST000493,Linda,Murphy,2007-04-03,33780.56,2019,Small,Village,Dairy Products,South,India,Consumer,2023-04-30,ORD000493,2021-04-12,2021-04-19,First Class,Gujarat,380001,PROD000493,Milk,Milk - 543,9,0.4,4779.93
CUST000494,Sandra,Greene,1983-09-01,32914.76,2020,Medium,Tier 1,Dairy Products,North,India,Corporate,2022-09-16,ORD000494,2022-05-17,2022-05-23,First Class,Delhi,110001,PROD000494,Butter,Butter - 525,3,0.45,1982.2
CUST000495,Harold,Kelly,1989-02-20,17197.94,2019,Small,Village,Furniture,South,India,Consumer,2019-12-27,ORD000495,2020-01-21,2020-01-27,Second Class,Madhya Pradesh,462001,PROD000495,Chairs,Chairs - 469,9,0.49,2330.3
CUST000496,Brittany,Perez,1994-07-21,28524.61,2021,Small,Tier 2,Dairy Products,East,India,Consumer,2021-03-02,ORD000496,2021-12-29,2022-01-02,Same Day,Punjab,160001,PROD000496,Butter,Butter - 701,3,0.09,2731.61
CUST000497,Jon,Burns,2018-03-13,40516.66,2022,Small,Tier 2,Dairy Products,North,India,Corporate,2020-07-27,ORD000497,2023-07-21,2023-07-25,Second Class,Punjab,160001,PROD000497,Butter,Butter - 430,7,0.41,5127.32
CUST000498,Cheryl,Kennedy,1972-12-01,765.79,2021,Large,Tier 2,Sessional Fruits & Vegetables,East,India,Consumer,2022-05-27,ORD000498,2021-04-15,2021-04-19,First Class,West Bengal,700001,PROD000498,Tomatoes,Tomatoes - 513,4,0.38,112.08
CUST000499,Brandon,Wright,1975-10-26,17987.19,2019,Medium,Village,Furniture,North,India,Corporate,2022-05-08,ORD000499,2020-12-02,2020-12-05,First Class,West Bengal,700001,PROD000499,Tables,Tables - 653,2,0.4,2000.91
CUST000500,Justin,Hayes,1997-11-21,16107.63,2022,Medium,Village,Household Items,West,India,Consumer,2020-02-04,ORD000500,2020-02-21,2020-02-27,First Class,Delhi,110001,PROD000500,Buckets,Buckets - 696,5,0.48,2356.16
CUST000501,Emily,Taylor,1988-04-05,22264.45,2022,Large,Village,Electric Appliances,East,India,Corporate,2023-01-26,ORD000501,2023-11-29,2023-11-30,Same Day,Delhi,110001,PROD000501,Refrigerators,Refrigerators - 390,7,0.04,2473.6
CUST000502,Curtis,Dominguez,1957-08-16,28894.66,2019,Medium,Village,Fast Food,South,India,Consumer,2022-11-23,ORD000502,2020-04-06,2020-04-10,Standard Class,West Bengal,700001,PROD000502,Burgers,Burgers - 730,2,0.16,4674.39
CUST000503,Stephanie,Sandoval,1964-05-13,43509.21,2023,Medium,Village,Household Items,South,India,Corporate,2023-08-27,ORD000503,2021-10-18,2021-10-22,Second Class,Gujarat,380001,PROD000503,Utensils,Utensils - 393,5,0.32,3512.04
CUST000504,Lisa,Soto,1980-06-04,1925.7,2023,Medium,Village,Fast Food,East,India,Corporate,2020-11-28,ORD000504,2022-03-16,2022-03-19,Standard Class,Tamil Nadu,600001,PROD000504,Pizzas,Pizzas - 949,8,0.2,335.6
CUST000505,Keith,Perez,1988-08-08,29910.58,2023,Medium,Tier 1,Sessional Fruits & Vegetables,East,India,Consumer,2021-06-02,ORD000505,2022-09-13,2022-09-15,Standard Class,Tamil Nadu,600001,PROD000505,Carrots,Carrots - 643,8,0.06,3996.9
CUST000506,Daniel,Thomas,1967-11-01,8264.48,2021,Medium,Tier 2,Sessional Fruits & Vegetables,North,India,Corporate,2019-05-16,ORD000506,2021-04-26,2021-05-02,First Class,Karnataka,560001,PROD000506,Apples,Apples - 274,3,0.08,1874.47
CUST000507,Jacqueline,Thompson,2006-10-20,19219.04,2023,Small,Tier 1,Sessional Fruits & Vegetables,East,India,Consumer,2021-11-24,ORD000507,2019-09-30,2019-10-02,Second Class,Karnataka,560001,PROD000507,Mangoes,Mangoes - 402,4,0.36,3044.56
CUST000508,Nicole,Porter,1989-05-29,36793.93,2023,Medium,Village,Dairy Products,East,India,Consumer,2022-12-08,ORD000508,2022-07-13,2022-07-14,First Class,Uttar Pradesh,226001,PROD000508,Butter,Butter - 608,7,0.39,3082.1
CUST000509,Whitney,Freeman,1995-07-22,12481.93,2020,Medium,Tier 2,Electric Appliances,West,India,Corporate,2021-09-25,ORD000509,2022-12-19,2022-12-20,First Class,Maharashtra,400001,PROD000509,Fans,Fans - 945,3,0.48,862.8
CUST000510,Daniel,Thompson,1962-08-23,13808.69,2021,Large,Tier 1,Electric Appliances,East,India,Corporate,2021-03-06,ORD000510,2021-07-12,2021-07-16,Standard Class,Delhi,110001,PROD000510,Microwaves,Microwaves - 732,10,0.02,2727.75
CUST000511,Patricia,Huber,2009-10-01,4368.79,2020,Large,Tier 1,Sessional Fruits & Vegetables,West,India,Corporate,2019-08-20,ORD000511,2019-02-03,2019-02-04,Standard Class,Rajasthan,302001,PROD000511,Tomatoes,Tomatoes - 729,3,0.28,364.97
CUST000512,Amber,Erickson,1982-10-21,42563.7,2019,Small,Tier 1,Sessional Fruits & Vegetables,East,India,Consumer,2023-10-30,ORD000512,2021-03-14,2021-03-17,First Class,Gujarat,380001,PROD000512,Carrots,Carrots - 953,9,0.17,10170.01
CUST000513,Lance,Miller,1965-04-24,44754.63,2022,Medium,Village,Dairy Products,North,India,Corporate,2021-11-09,ORD000513,2019-08-22,2019-08-25,Same Day,Maharashtra,400001,PROD000513,Milk,Milk - 331,10,0.22,8526.1
CUST000514,Justin,Williams,1976-10-30,30508.75,2022,Small,Tier 2,Furniture,North,India,Corporate,2022-12-23,ORD000514,2023-05-20,2023-05-26,Second Class,West Bengal,700001,PROD000514,Beds,Beds - 972,3,0.41,4428.34
CUST000515,Ryan,Myers,1960-09-12,15281.79,2023,Medium,Village,Sessional Fruits & Vegetables,East,India,Consumer,2022-10-21,ORD000515,2022-06-07,2022-06-10,Second Class,Karnataka,560001,PROD000515,Mangoes,Mangoes - 467,4,0.24,3257.19
CUST000516,Dana,Duran,1983-03-01,3845.44,2022,Small,Tier 2,Dairy Products,West,India,Corporate,2019-09-19,ORD000516,2019-07-16,2019-07-21,Second Class,Delhi,110001,PROD000516,Milk,Milk - 417,2,0.11,488.92
CUST000517,Laura,Cooke,1965-08-31,20957.16,2019,Large,Tier 1,Dairy Products,North,India,Consumer,2023-04-12,ORD000517,2023-03-15,2023-03-19,Same Day,Karnataka,560001,PROD000517,Butter,Butter - 300,9,0.34,2245.31
CUST000518,Wendy,Gray,1955-03-20,31755.17,2023,Large,Village,Electric Appliances,South,India,Consumer,2020-02-24,ORD000518,2021-07-13,2021-07-19,Same Day,West Bengal,700001,PROD000518,Washing Machines,Washing Machines - 858,1,0.01,7788.89
CUST000519,David,Lawrence,2016-05-21,39412.59,2021,Large,Tier 2,Sessional Fruits & Vegetables,West,India,Consumer,2019-03-24,ORD000519,2022-07-29,2022-08-01,Standard Class,Rajasthan,302001,PROD000519,Mangoes,Mangoes - 472,7,0.29,6087.2
CUST000520,Matthew,Richardson,2005-10-24,7514.44,2021,Medium,Tier 1,Dairy Products,North,India,Consumer,2023-05-08,ORD000520,2022-11-17,2022-11-24,First Class,Madhya Pradesh,462001,PROD000520,Yogurt,Yogurt - 731,3,0.4,1060.53
CUST000521,Jesse,Valdez,1956-08-20,25716.74,2022,Medium,Village,Electric Appliances,West,India,Consumer,2021-09-05,ORD000521,2021-03-11,2021-03-16,Standard Class,Maharashtra,400001,PROD000521,Refrigerators,Refrigerators - 208,3,0.3,4230.95
CUST000522,Thomas,Moreno,1968-12-20,3580.02,2023,Medium,Tier 1,Fast Food,East,India,Consumer,2022-02-28,ORD000522,2021-10-16,2021-10-22,Second Class,Punjab,160001,PROD000522,Sandwiches,Sandwiches - 740,1,0.47,258.74
CUST000523,Jennifer,Odom,2001-02-16,25896.69,2019,Small,Tier 1,Household Items,North,India,Corporate,2022-10-29,ORD000523,2023-05-07,2023-05-14,Same Day,Rajasthan,302001,PROD000523,Buckets,Buckets - 551,4,0.18,6336.86
CUST000524,Teresa,Reeves,2003-02-27,23746.55,2021,Small,Village,Fast Food,South,India,Corporate,2021-12-11,ORD000524,2023-09-18,2023-09-20,Second Class,Tamil Nadu,600001,PROD000524,Pizzas,Pizzas - 993,10,0.14,3857.18
CUST000525,Mark,Matthews,1993-03-20,18556.67,2019,Medium,Tier 2,Sessional Fruits & Vegetables,South,India,Corporate,2023-03-25,ORD000525,2023-04-05,2023-04-06,Standard Class,Madhya Pradesh,462001,PROD000525,Apples,Apples - 140,5,0.29,2934.4
CUST000526,Karen,Williams,1992-08-13,14309.07,2022,Large,Village,Household Items,North,India,Consumer,2020-06-29,ORD000526,2021-01-06,2021-01-09,First Class,Uttar Pradesh,226001,PROD000526,Mops,Mops - 148,4,0.17,2141.34
CUST000527,Jeanne,Gay,1966-01-30,26748.43,2022,Large,Tier 2,Electric Appliances,South,India,Corporate,2023-12-17,ORD000527,2023-09-01,2023-09-02,Standard Class,Gujarat,380001,PROD000527,Washing Machines,Washing Machines - 425,4,0.48,2396.11
CUST000528,Amanda,Shelton,1990-07-01,22957.13,2019,Small,Village,Dairy Products,West,India,Corporate,2022-08-28,ORD000528,2023-03-20,2023-03-22,First Class,Uttar Pradesh,226001,PROD000528,Milk,Milk - 665,9,0.23,3035.98
CUST000529,Amber,Cortez,1951-07-10,42643.25,2021,Medium,Tier 1,Fast Food,West,India,Corporate,2021-08-25,ORD000529,2020-02-20,2020-02-22,Same Day,Madhya Pradesh,462001,PROD000529,Sandwiches,Sandwiches - 380,10,0.06,4192.86
CUST000530,Michael,Davis,1972-01-01,15781.9,2023,Medium,Tier 1,Electric Appliances,South,India,Consumer,2020-01-29,ORD000530,2021-05-16,2021-05-19,First Class,Tamil Nadu,600001,PROD000530,Fans,Fans - 650,4,0.25,2779.19
CUST000531,Tina,Fox,2004-05-19,39393.75,2019,Large,Tier 1,Fast Food,North,India,Consumer,2021-03-21,ORD000531,2020-07-10,2020-07-16,First Class,Delhi,110001,PROD000531,Fries,Fries - 704,5,0.27,2920.31
CUST000532,Sheryl,Allen,1957-07-29,21512.07,2023,Large,Tier 2,Furniture,West,India,Consumer,2019-07-14,ORD000532,2021-03-25,2021-03-26,Second Class,Gujarat,380001,PROD000532,Chairs,Chairs - 904,1,0.03,3454.65
CUST000533,Richard,Torres,1969-12-28,23691.5,2020,Large,Tier 1,Household Items,South,India,Consumer,2021-07-22,ORD000533,2019-02-20,2019-02-21,Standard Class,Maharashtra,400001,PROD000533,Utensils,Utensils - 142,3,0.38,3077.07
CUST000534,Jason,Pierce,1994-06-09,29449.68,2020,Small,Village,Electric Appliances,East,India,Consumer,2023-03-12,ORD000534,2022-08-03,2022-08-06,Second Class,Maharashtra,400001,PROD000534,Washing Machines,Washing Machines - 883,2,0.45,1626.97
CUST000535,Carla,Garcia,1991-01-12,32612.91,2020,Medium,Tier 1,Furniture,South,India,Corporate,2023-09-29,ORD000535,2019-11-14,2019-11-15,Standard Class,Maharashtra,400001,PROD000535,Sofas,Sofas - 731,4,0.18,7509.52
CUST000536,Kimberly,Baker,2012-03-08,42279.58,2019,Large,Village,Fast Food,South,India,Corporate,2022-01-18,ORD000536,2021-01-11,2021-01-17,Same Day,Delhi,110001,PROD000536,Burgers,Burgers - 689,4,0.26,3553.26
CUST000537,Leah,Campbell,1996-05-17,19223.92,2021,Small,Tier 1,Household Items,North,India,Consumer,2019-05-30,ORD000537,2019-11-06,2019-11-12,Standard Class,Punjab,160001,PROD000537,Mops,Mops - 446,1,0.36,2008.27
CUST000538,Amy,Fox,2005-07-13,8440.48,2023,Large,Village,Dairy Products,North,India,Corporate,2019-12-08,ORD000538,2020-12-12,2020-12-17,Standard Class,Madhya Pradesh,462001,PROD000538,Milk,Milk - 714,10,0.42,1354.58
CUST000539,Jaime,Ford,2017-07-07,36525.03,2021,Large,Tier 1,Sessional Fruits & Vegetables,West,India,Consumer,2019-08-05,ORD000539,2019-03-28,2019-04-02,Same Day,Karnataka,560001,PROD000539,Tomatoes,Tomatoes - 636,9,0.05,6825.48
CUST000540,Jessica,Powell,1982-08-30,17269.09,2023,Small,Tier 1,Furniture,West,India,Consumer,2021-11-07,ORD000540,2022-04-28,2022-04-29,Same Day,Madhya Pradesh,462001,PROD000540,Tables,Tables - 104,4,0.1,4343.26
CUST000541,Kevin,Reed,1954-08-27,159.94,2023,Medium,Tier 2,Furniture,North,India,Corporate,2020-07-30,ORD000541,2021-10-09,2021-10-16,Same Day,Delhi,110001,PROD000541,Sofas,Sofas - 925,10,0.22,15.24
CUST000542,Stephanie,Rose,1988-12-13,8136.77,2020,Small,Village,Sessional Fruits & Vegetables,East,India,Corporate,2023-10-26,ORD000542,2021-09-22,2021-09-24,Second Class,Uttar Pradesh,226001,PROD000542,Tomatoes,Tomatoes - 764,5,0.31,1460.92
CUST000543,Lisa,Lewis,1960-03-26,7062.36,2023,Large,Tier 2,Fast Food,East,India,Consumer,2021-03-16,ORD000543,2022-07-18,2022-07-25,Same Day,Madhya Pradesh,462001,PROD000543,Pizzas,Pizzas - 952,8,0.02,1787.42
CUST000544,Judith,Cox,1972-01-08,47824.09,2020,Small,Tier 1,Sessional Fruits & Vegetables,South,India,Corporate,2022-07-02,ORD000544,2021-05-20,2021-05-21,Same Day,Punjab,160001,PROD000544,Tomatoes,Tomatoes - 941,2,0.34,5723.8
CUST000545,Christopher,Carlson,2001-06-03,45396.74,2022,Large,Tier 2,Dairy Products,East,India,Corporate,2020-11-13,ORD000545,2019-11-20,2019-11-22,Same Day,Karnataka,560001,PROD000545,Butter,Butter - 833,8,0.48,2569.41
CUST000546,Erika,Peters,1951-08-31,37090.22,2019,Medium,Tier 1,Sessional Fruits & Vegetables,North,India,Consumer,2022-04-14,ORD000546,2022-01-27,2022-01-29,First Class,West Bengal,700001,PROD000546,Mangoes,Mangoes - 676,7,0.08,6756.44
CUST000547,John,Li,1980-08-22,41894.03,2023,Medium,Tier 1,Electric Appliances,West,India,Corporate,2022-07-24,ORD000547,2022-04-27,2022-05-01,Standard Class,Maharashtra,400001,PROD000547,Refrigerators,Refrigerators - 679,3,0.2,6049.48
CUST000548,Michael,Hawkins,1963-08-07,26590.36,2022,Large,Tier 1,Furniture,East,India,Corporate,2019-10-03,ORD000548,2019-07-30,2019-08-03,First Class,Rajasthan,302001,PROD000548,Sofas,Sofas - 415,7,0.01,5834.11
CUST000549,Shawna,Schwartz,1970-05-15,19689.43,2023,Large,Village,Fast Food,South,India,Corporate,2023-01-04,ORD000549,2020-01-09,2020-01-16,Same Day,Uttar Pradesh,226001,PROD000549,Fries,Fries - 535,1,0.34,2447.02
CUST000550,Lisa,Boone,1972-10-13,27024.99,2022,Large,Tier 1,Electric Appliances,North,India,Corporate,2019-08-29,ORD000550,2019-02-16,2019-02-17,Same Day,Delhi,110001,PROD000550,Fans,Fans - 217,6,0.49,2839.66
CUST000551,Jenna,Glover,2015-02-05,19965.95,2022,Large,Village,Household Items,South,India,Consumer,2020-04-13,ORD000551,2020-12-17,2020-12-23,First Class,Gujarat,380001,PROD000551,Detergents,Detergents - 257,5,0.35,2819.01
CUST000552,John,Williams,2000-10-23,1122.72,2023,Small,Tier 2,Household Items,North,India,Corporate,2019-06-26,ORD000552,2021-12-01,2021-12-04,First Class,West Bengal,700001,PROD000552,Mops,Mops - 971,6,0.48,85.7
CUST000553,Catherine,Walker,1975-04-23,48664.87,2023,Small,Tier 2,Fast Food,East,India,Corporate,2019-06-28,ORD000553,2023-02-22,2023-02-23,Second Class,Madhya Pradesh,462001,PROD000553,Pizzas,Pizzas - 925,7,0.45,7251.06
CUST000554,Sandra,Gonzalez,1969-08-27,30879.95,2021,Large,Village,Sessional Fruits & Vegetables,West,India,Consumer,2023-07-04,ORD000554,2022-01-18,2022-01-21,First Class,Delhi,110001,PROD000554,Carrots,Carrots - 235,5,0.27,3104.03
CUST000555,Kenneth,Moore,2016-06-09,21441.07,2020,Medium,Tier 1,Household Items,West,India,Consumer,2019-02-02,ORD000555,2021-09-17,2021-09-21,Second Class,Tamil Nadu,600001,PROD000555,Utensils,Utensils - 995,10,0.33,2999.17
CUST000556,Donna,Garcia,1978-12-01,34900.44,2023,Small,Tier 2,Furniture,West,India,Consumer,2020-01-24,ORD000556,2020-07-26,2020-08-02,Second Class,Maharashtra,400001,PROD000556,Sofas,Sofas - 792,1,0.04,9992.91
CUST000557,Collin,Edwards,2017-08-31,27582.2,2023,Large,Tier 2,Furniture,South,India,Corporate,2021-08-20,ORD000557,2021-10-24,2021-10-31,Standard Class,Gujarat,380001,PROD000557,Beds,Beds - 824,6,0.17,4037.55
CUST000558,Russell,Sanford,1965-02-03,1142.48,2023,Large,Tier 1,Fast Food,East,India,Consumer,2020-01-26,ORD000558,2019-07-04,2019-07-06,First Class,Delhi,110001,PROD000558,Sandwiches,Sandwiches - 981,6,0.04,214.14
CUST000559,David,Robinson,2003-05-14,15614.81,2019,Large,Village,Dairy Products,East,India,Corporate,2019-10-09,ORD000559,2023-06-26,2023-06-30,First Class,Maharashtra,400001,PROD000559,Butter,Butter - 869,4,0.39,1004.91
CUST000560,Sarah,Jones,2003-10-14,1418.63,2022,Large,Tier 2,Dairy Products,North,India,Corporate,2020-07-04,ORD000560,2020-11-29,2020-12-03,Second Class,Karnataka,560001,PROD000560,Butter,Butter - 256,8,0.05,230.23
CUST000561,Tracy,Reed,2013-09-09,10945.25,2020,Small,Tier 2,Fast Food,North,India,Corporate,2023-06-08,ORD000561,2020-06-25,2020-06-29,Standard Class,Uttar Pradesh,226001,PROD000561,Fries,Fries - 137,3,0.46,898.28
CUST000562,Grace,Figueroa,1993-12-12,22758.18,2020,Medium,Village,Fast Food,South,India,Consumer,2023-07-31,ORD000562,2022-09-08,2022-09-12,Standard Class,Rajasthan,302001,PROD000562,Fries,Fries - 409,3,0.47,3364.81
CUST000563,Jeffrey,Conner,1969-06-27,4060.25,2019,Medium,Tier 2,Fast Food,West,India,Consumer,2020-09-15,ORD000563,2019-06-20,2019-06-21,First Class,Madhya Pradesh,462001,PROD000563,Burgers,Burgers - 505,10,0.1,746.02
CUST000564,David,Carter,1967-09-19,41576.78,2022,Large,Tier 1,Fast Food,South,India,Consumer,2023-09-21,ORD000564,2019-12-30,2020-01-05,Second Class,Karnataka,560001,PROD000564,Burgers,Burgers - 295,5,0.49,5259.78
CUST000565,George,Suarez,1986-04-30,1843.15,2019,Small,Village,Sessional Fruits & Vegetables,South,India,Corporate,2022-05-16,ORD000565,2023-05-01,2023-05-05,Second Class,Punjab,160001,PROD000565,Mangoes,Mangoes - 617,7,0.04,223.38
CUST000566,Megan,Webb,1976-12-08,44189.41,2019,Medium,Village,Sessional Fruits & Vegetables,East,India,Corporate,2023-07-29,ORD000566,2019-06-10,2019-06-17,Standard Class,West Bengal,700001,PROD000566,Apples,Apples - 918,1,0.2,7269.75
CUST000567,Christian,Alvarez,1980-10-15,22306.1,2023,Small,Tier 2,Electric Appliances,West,India,Corporate,2019-07-09,ORD000567,2022-03-13,2022-03-18,Standard Class,Karnataka,560001,PROD000567,Refrigerators,Refrigerators - 753,3,0.02,2346.18
CUST000568,Kelly,Evans,2005-09-21,42107.17,2020,Large,Tier 1,Dairy Products,East,India,Consumer,2021-08-22,ORD000568,2020-10-09,2020-10-16,Second Class,Rajasthan,302001,PROD000568,Butter,Butter - 476,5,0.33,7360.91
CUST000569,Sharon,Salazar,2005-03-07,32234.68,2020,Medium,Village,Furniture,North,India,Corporate,2021-11-23,ORD000569,2022-06-15,2022-06-20,Same Day,Punjab,160001,PROD000569,Sofas,Sofas - 556,6,0.39,5749.37
CUST000570,Anthony,Cook,1992-12-16,36571.57,2020,Small,Tier 1,Electric Appliances,East,India,Corporate,2021-06-08,ORD000570,2022-12-09,2022-12-16,Same Day,Punjab,160001,PROD000570,Washing Machines,Washing Machines - 102,8,0.02,4654.37
CUST000571,Aaron,Small,2007-10-30,38236.45,2020,Small,Tier 1,Furniture,North,India,Consumer,2023-09-13,ORD000571,2019-01-11,2019-01-13,Second Class,Maharashtra,400001,PROD000571,Tables,Tables - 441,1,0.35,5928.17
CUST000572,Bianca,Gardner,1963-10-28,33804.05,2020,Small,Tier 2,Fast Food,North,India,Consumer,2020-06-09,ORD000572,2019-09-08,2019-09-11,Second Class,Maharashtra,400001,PROD000572,Fries,Fries - 412,3,0.14,4221.23
CUST000573,Jerry,Curtis,2008-05-26,42348.93,2020,Medium,Tier 1,Fast Food,South,India,Corporate,2023-03-21,ORD000573,2022-07-17,2022-07-23,Same Day,Gujarat,380001,PROD000573,Fries,Fries - 644,3,0.37,5150.41
CUST000574,Tracy,Jones,1971-09-17,35129.55,2021,Medium,Tier 2,Furniture,South,India,Consumer,2020-10-25,ORD000574,2022-05-09,2022-05-10,First Class,Delhi,110001,PROD000574,Beds,Beds - 233,9,0.05,4060.46
CUST000575,Samantha,Fisher,1974-03-04,46524.18,2021,Small,Tier 2,Furniture,North,India,Corporate,2022-06-12,ORD000575,2022-08-11,2022-08-17,Same Day,West Bengal,700001,PROD000575,Tables,Tables - 441,7,0.19,7578.77
CUST000576,Jared,Alexander,1970-06-18,1340.1,2020,Large,Village,Electric Appliances,South,India,Consumer,2021-04-27,ORD000576,2021-12-28,2022-01-01,Second Class,Punjab,160001,PROD000576,Refrigerators,Refrigerators - 718,10,0.3,102.99
CUST000577,Kristina,Webb,2003-12-04,23835.19,2020,Medium,Tier 1,Sessional Fruits & Vegetables,North,India,Consumer,2020-12-09,ORD000577,2023-03-01,2023-03-06,Second Class,Tamil Nadu,600001,PROD000577,Tomatoes,Tomatoes - 109,8,0.12,4289.73
CUST000578,Kaitlyn,Jones,1966-10-15,44251.04,2022,Medium,Tier 2,Furniture,North,India,Corporate,2020-07-15,ORD000578,2019-02-07,2019-02-09,Same Day,Delhi,110001,PROD000578,Sofas,Sofas - 787,4,0.09,6113.38
CUST000579,George,Miles,1955-03-04,43382.21,2019,Medium,Tier 1,Household Items,East,India,Corporate,2020-09-12,ORD000579,2023-02-28,2023-03-03,Second Class,Maharashtra,400001,PROD000579,Mops,Mops - 337,6,0.45,4065.68
CUST000580,Kathleen,Williams,1998-12-31,49460.84,2023,Large,Tier 2,Fast Food,East,India,Consumer,2019-04-04,ORD000580,2021-08-16,2021-08-23,First Class,West Bengal,700001,PROD000580,Pizzas,Pizzas - 131,4,0.03,6378.01
CUST000581,Jonathan,Fuentes,1983-08-24,43666.08,2022,Small,Village,Fast Food,South,India,Consumer,2021-06-07,ORD000581,2023-07-22,2023-07-27,Standard Class,Rajasthan,302001,PROD000581,Fries,Fries - 251,10,0.36,3380.93
CUST000582,Victoria,Lopez,1998-09-06,21196.78,2020,Medium,Tier 1,Dairy Products,West,India,Corporate,2019-01-15,ORD000582,2020-12-08,2020-12-15,First Class,Maharashtra,400001,PROD000582,Butter,Butter - 538,1,0.03,4804.49
CUST000583,Haley,Garcia,1990-07-30,42160.27,2020,Medium,Tier 1,Sessional Fruits & Vegetables,East,India,Corporate,2019-12-20,ORD000583,2022-03-05,2022-03-11,Same Day,Tamil Nadu,600001,PROD000583,Apples,Apples - 935,1,0.13,8434.32
CUST000584,Erika,Hernandez,1950-12-01,14981.3,2022,Medium,Tier 1,Sessional Fruits & Vegetables,East,India,Consumer,2023-12-16,ORD000584,2020-07-17,2020-07-24,Standard Class,Uttar Pradesh,226001,PROD000584,Mangoes,Mangoes - 659,5,0,1572.75
CUST000585,Christine,Cobb,1992-05-03,30533.34,2022,Large,Tier 2,Electric Appliances,North,India,Corporate,2023-09-12,ORD000585,2019-10-20,2019-10-26,First Class,Rajasthan,302001,PROD000585,Refrigerators,Refrigerators - 397,8,0.11,7753.38
CUST000586,Rachel,Levine,2011-07-05,11943.38,2022,Large,Tier 2,Electric Appliances,West,India,Consumer,2021-07-15,ORD000586,2023-03-15,2023-03-17,First Class,Karnataka,560001,PROD000586,Microwaves,Microwaves - 921,9,0.12,2788.86
CUST000587,Mark,Jackson,2000-02-25,47246.52,2019,Medium,Village,Electric Appliances,North,India,Consumer,2022-02-10,ORD000587,2020-03-11,2020-03-14,Same Day,Karnataka,560001,PROD000587,Fans,Fans - 822,2,0.35,3307.88
CUST000588,Tracy,Bell,1974-07-28,31530.65,2023,Medium,Village,Electric Appliances,North,India,Consumer,2023-05-04,ORD000588,2019-04-03,2019-04-09,Same Day,Tamil Nadu,600001,PROD000588,Washing Machines,Washing Machines - 916,7,0.01,7648.68
CUST000589,Carolyn,Wright,2009-10-01,22443.7,2020,Small,Village,Furniture,South,India,Corporate,2023-09-22,ORD000589,2019-11-23,2019-11-30,Standard Class,Gujarat,380001,PROD000589,Tables,Tables - 988,2,0.26,2673.75
CUST000590,Debra,Conway,1951-12-21,22564.77,2021,Medium,Tier 1,Sessional Fruits & Vegetables,North,India,Consumer,2023-06-26,ORD000590,2021-11-26,2021-11-29,First Class,Gujarat,380001,PROD000590,Mangoes,Mangoes - 824,3,0.38,3356.98
CUST000591,Glenn,Hinton,1993-10-25,15686.94,2023,Small,Tier 1,Household Items,East,India,Consumer,2022-04-18,ORD000591,2023-11-20,2023-11-25,Second Class,Delhi,110001,PROD000591,Detergents,Detergents - 610,7,0.04,2854.02
CUST000592,Scott,Mahoney,1959-10-09,31062.3,2021,Medium,Tier 1,Fast Food,East,India,Consumer,2020-07-06,ORD000592,2021-06-16,2021-06-23,Same Day,Maharashtra,400001,PROD000592,Burgers,Burgers - 197,2,0.4,5002.29
CUST000593,Tammy,Davis,1997-12-05,1704.83,2023,Small,Village,Household Items,South,India,Corporate,2021-03-15,ORD000593,2021-01-31,2021-02-01,Standard Class,West Bengal,700001,PROD000593,Buckets,Buckets - 250,3,0.41,117.71
CUST000594,Ronald,Hughes,1990-10-23,39805.25,2021,Large,Village,Dairy Products,West,India,Consumer,2020-04-01,ORD000594,2022-09-27,2022-10-03,First Class,West Bengal,700001,PROD000594,Milk,Milk - 493,10,0.34,6970.07
CUST000595,Katherine,Phillips,2008-02-18,46770.4,2019,Small,Tier 2,Electric Appliances,North,India,Corporate,2021-08-27,ORD000595,2023-12-20,2023-12-23,First Class,Punjab,160001,PROD000595,Fans,Fans - 848,10,0.29,9057.93
CUST000596,Jesse,Smith,1991-04-24,7510.05,2019,Medium,Village,Sessional Fruits & Vegetables,West,India,Consumer,2021-02-26,ORD000596,2021-12-27,2022-01-02,Standard Class,Rajasthan,302001,PROD000596,Tomatoes,Tomatoes - 732,4,0.4,991.29
CUST000597,Lisa,Tyler,1966-09-26,7927.58,2021,Large,Tier 1,Household Items,North,India,Corporate,2023-07-30,ORD000597,2022-06-04,2022-06-05,First Class,Karnataka,560001,PROD000597,Buckets,Buckets - 936,10,0.46,512.11
CUST000598,Andrew,Moreno,1972-09-05,10639.56,2020,Medium,Tier 1,Fast Food,North,India,Corporate,2019-07-07,ORD000598,2023-10-15,2023-10-18,Same Day,Maharashtra,400001,PROD000598,Fries,Fries - 211,6,0.18,2544.94
CUST000599,Kimberly,Martin,1952-03-15,13115.23,2020,Medium,Tier 2,Dairy Products,East,India,Corporate,2022-09-07,ORD000599,2022-06-24,2022-06-25,Second Class,West Bengal,700001,PROD000599,Yogurt,Yogurt - 987,8,0.35,2393.79
CUST000600,Austin,Myers,2006-01-06,18727.82,2022,Large,Village,Sessional Fruits & Vegetables,East,India,Corporate,2019-06-17,ORD000600,2021-03-19,2021-03-23,Second Class,Uttar Pradesh,226001,PROD000600,Carrots,Carrots - 883,10,0.42,2207.6
